* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -8,0 dBFS, at 96000 Hz
* Dated: 4.10.2019 13:27:35
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: ; 
* Measurement: nov imp bass
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
396.973 15.031 18.947
397.339 15.045 18.933
397.705 15.060 18.917
398.071 15.075 18.901
398.438 15.089 18.884
398.804 15.104 18.866
399.170 15.118 18.847
399.536 15.132 18.827
399.902 15.146 18.807
400.269 15.160 18.786
400.635 15.173 18.764
401.001 15.187 18.741
401.367 15.200 18.718
401.733 15.214 18.693
402.100 15.227 18.668
402.466 15.240 18.643
402.832 15.253 18.616
403.198 15.265 18.589
403.564 15.278 18.561
403.931 15.290 18.533
404.297 15.302 18.503
404.663 15.314 18.474
405.029 15.326 18.443
405.396 15.337 18.412
405.762 15.348 18.380
406.128 15.359 18.348
406.494 15.370 18.315
406.860 15.381 18.281
407.227 15.391 18.247
407.593 15.402 18.212
407.959 15.412 18.177
408.325 15.421 18.141
408.691 15.431 18.105
409.058 15.440 18.068
409.424 15.449 18.031
409.790 15.458 17.994
410.156 15.467 17.956
410.522 15.475 17.918
410.889 15.483 17.879
411.255 15.491 17.841
411.621 15.499 17.801
411.987 15.506 17.762
412.354 15.513 17.722
412.720 15.520 17.682
413.086 15.526 17.642
413.452 15.533 17.602
413.818 15.539 17.562
414.185 15.545 17.521
414.551 15.550 17.480
414.917 15.555 17.440
415.283 15.561 17.399
415.649 15.565 17.358
416.016 15.570 17.317
416.382 15.574 17.277
416.748 15.578 17.236
417.114 15.582 17.195
417.480 15.585 17.155
417.847 15.589 17.114
418.213 15.592 17.074
418.579 15.595 17.034
418.945 15.597 16.994
419.312 15.600 16.954
419.678 15.602 16.914
420.044 15.603 16.875
420.410 15.605 16.836
420.776 15.606 16.797
421.143 15.608 16.759
421.509 15.609 16.721
421.875 15.609 16.683
422.241 15.610 16.646
422.607 15.610 16.609
422.974 15.610 16.572
423.340 15.610 16.536
423.706 15.610 16.500
424.072 15.609 16.465
424.438 15.609 16.430
424.805 15.608 16.395
425.171 15.607 16.361
425.537 15.606 16.328
425.903 15.604 16.295
426.270 15.603 16.262
426.636 15.601 16.231
427.002 15.599 16.199
427.368 15.597 16.168
427.734 15.595 16.138
428.101 15.592 16.108
428.467 15.590 16.079
428.833 15.587 16.050
429.199 15.584 16.022
429.565 15.582 15.995
429.932 15.579 15.968
430.298 15.575 15.942
430.664 15.572 15.916
431.030 15.569 15.891
431.396 15.565 15.866
431.763 15.562 15.843
432.129 15.558 15.819
432.495 15.554 15.797
432.861 15.550 15.775
433.228 15.546 15.753
433.594 15.542 15.732
433.960 15.538 15.712
434.326 15.534 15.692
434.692 15.530 15.673
435.059 15.526 15.655
435.425 15.521 15.637
435.791 15.517 15.620
436.157 15.512 15.604
436.523 15.508 15.588
436.890 15.503 15.572
437.256 15.499 15.557
437.622 15.494 15.543
437.988 15.489 15.529
438.354 15.485 15.516
438.721 15.480 15.504
439.087 15.475 15.492
439.453 15.470 15.481
439.819 15.466 15.470
440.186 15.461 15.459
440.552 15.456 15.450
440.918 15.451 15.440
441.284 15.446 15.432
441.650 15.442 15.424
442.017 15.437 15.416
442.383 15.432 15.409
442.749 15.427 15.402
443.115 15.422 15.396
443.481 15.418 15.390
443.848 15.413 15.385
444.214 15.408 15.380
444.580 15.404 15.375
444.946 15.399 15.371
445.312 15.394 15.368
445.679 15.390 15.365
446.045 15.385 15.362
446.411 15.380 15.360
446.777 15.376 15.358
447.144 15.371 15.356
447.510 15.367 15.355
447.876 15.363 15.354
448.242 15.358 15.353
448.608 15.354 15.353
448.975 15.350 15.353
449.341 15.345 15.354
449.707 15.341 15.355
450.073 15.337 15.356
450.439 15.333 15.357
450.806 15.329 15.359
451.172 15.325 15.361
451.538 15.321 15.363
451.904 15.317 15.365
452.271 15.313 15.368
452.637 15.309 15.371
453.003 15.306 15.374
453.369 15.302 15.377
453.735 15.298 15.380
454.102 15.295 15.384
454.468 15.291 15.388
454.834 15.287 15.392
455.200 15.284 15.396
455.566 15.281 15.400
455.933 15.277 15.405
456.299 15.274 15.409
456.665 15.271 15.414
457.031 15.267 15.419
457.397 15.264 15.424
457.764 15.261 15.429
458.130 15.258 15.434
458.496 15.255 15.439
458.862 15.252 15.445
459.229 15.249 15.450
459.595 15.246 15.455
459.961 15.243 15.461
460.327 15.240 15.466
460.693 15.237 15.472
461.060 15.235 15.478
461.426 15.232 15.483
461.792 15.229 15.489
462.158 15.227 15.495
462.524 15.224 15.501
462.891 15.221 15.506
463.257 15.219 15.512
463.623 15.216 15.518
463.989 15.214 15.524
464.355 15.211 15.530
464.722 15.209 15.535
465.088 15.206 15.541
465.454 15.204 15.547
465.820 15.201 15.553
466.187 15.199 15.559
466.553 15.197 15.564
466.919 15.194 15.570
467.285 15.192 15.576
467.651 15.190 15.581
468.018 15.187 15.587
468.384 15.185 15.593
468.750 15.183 15.598
469.116 15.180 15.604
469.482 15.178 15.609
469.849 15.176 15.615
470.215 15.173 15.620
470.581 15.171 15.626
470.947 15.169 15.631
471.313 15.166 15.636
471.680 15.164 15.642
472.046 15.162 15.647
472.412 15.159 15.652
472.778 15.157 15.658
473.145 15.154 15.663
473.511 15.152 15.668
473.877 15.150 15.673
474.243 15.147 15.678
474.609 15.145 15.684
474.976 15.142 15.689
475.342 15.140 15.694
475.708 15.137 15.699
476.074 15.135 15.704
476.440 15.132 15.709
476.807 15.130 15.715
477.173 15.127 15.720
477.539 15.124 15.725
477.905 15.122 15.730
478.271 15.119 15.735
478.638 15.116 15.741
479.004 15.114 15.746
479.370 15.111 15.751
479.736 15.108 15.757
480.103 15.105 15.762
480.469 15.102 15.767
480.835 15.099 15.773
481.201 15.096 15.778
481.567 15.093 15.784
481.934 15.090 15.790
482.300 15.087 15.795
482.666 15.084 15.801
483.032 15.081 15.807
483.398 15.078 15.813
483.765 15.075 15.819
484.131 15.071 15.825
484.497 15.068 15.831
484.863 15.065 15.838
485.229 15.061 15.844
485.596 15.058 15.851
485.962 15.055 15.858
486.328 15.051 15.864
486.694 15.048 15.871
487.061 15.044 15.878
487.427 15.040 15.886
487.793 15.037 15.893
488.159 15.033 15.901
488.525 15.029 15.908
488.892 15.026 15.916
489.258 15.022 15.924
489.624 15.018 15.932
489.990 15.014 15.941
490.356 15.010 15.949
490.723 15.007 15.958
491.089 15.003 15.967
491.455 14.999 15.976
491.821 14.995 15.985
492.188 14.991 15.995
492.554 14.986 16.004
492.920 14.982 16.014
493.286 14.978 16.025
493.652 14.974 16.035
494.019 14.970 16.045
494.385 14.966 16.056
494.751 14.961 16.067
495.117 14.957 16.078
495.483 14.953 16.090
495.850 14.949 16.102
496.216 14.944 16.114
496.582 14.940 16.126
496.948 14.936 16.138
497.314 14.931 16.151
497.681 14.927 16.164
498.047 14.922 16.177
498.413 14.918 16.190
498.779 14.914 16.204
499.146 14.909 16.218
499.512 14.905 16.232
499.878 14.900 16.247
500.244 14.896 16.261
500.610 14.891 16.277
500.977 14.887 16.292
501.343 14.882 16.307
501.709 14.878 16.323
502.075 14.873 16.339
502.441 14.869 16.356
502.808 14.864 16.372
503.174 14.860 16.389
503.540 14.855 16.406
503.906 14.851 16.424
504.272 14.846 16.442
504.639 14.842 16.460
505.005 14.837 16.478
505.371 14.833 16.496
505.737 14.828 16.515
506.104 14.824 16.534
506.470 14.819 16.554
506.836 14.815 16.574
507.202 14.811 16.594
507.568 14.806 16.614
507.935 14.802 16.634
508.301 14.798 16.655
508.667 14.793 16.676
509.033 14.789 16.697
509.399 14.785 16.719
509.766 14.781 16.741
510.132 14.776 16.763
510.498 14.772 16.785
510.864 14.768 16.808
511.230 14.764 16.831
511.597 14.760 16.854
511.963 14.756 16.877
512.329 14.752 16.901
512.695 14.748 16.925
513.062 14.744 16.949
513.428 14.740 16.974
513.794 14.736 16.998
514.160 14.733 17.023
514.526 14.729 17.048
514.893 14.725 17.074
515.259 14.721 17.099
515.625 14.718 17.125
515.991 14.714 17.151
516.357 14.711 17.177
516.724 14.707 17.204
517.090 14.704 17.231
517.456 14.701 17.258
517.822 14.697 17.285
518.188 14.694 17.312
518.555 14.691 17.339
518.921 14.688 17.367
519.287 14.685 17.395
519.653 14.682 17.423
520.020 14.679 17.451
520.386 14.676 17.480
520.752 14.673 17.508
521.118 14.671 17.537
521.484 14.668 17.566
521.851 14.665 17.595
522.217 14.663 17.624
522.583 14.660 17.653
522.949 14.658 17.683
523.315 14.656 17.712
523.682 14.653 17.742
524.048 14.651 17.771
524.414 14.649 17.801
524.780 14.647 17.831
525.146 14.645 17.861
525.513 14.643 17.891
525.879 14.641 17.922
526.245 14.640 17.952
526.611 14.638 17.982
526.978 14.636 18.013
527.344 14.635 18.043
527.710 14.634 18.074
528.076 14.632 18.104
528.442 14.631 18.135
528.809 14.630 18.165
529.175 14.629 18.196
529.541 14.628 18.226
529.907 14.627 18.257
530.273 14.626 18.288
530.640 14.625 18.318
531.006 14.624 18.349
531.372 14.623 18.379
531.738 14.623 18.410
532.104 14.622 18.440
532.471 14.622 18.470
532.837 14.622 18.500
533.203 14.621 18.531
533.569 14.621 18.561
533.936 14.621 18.591
534.302 14.621 18.621
534.668 14.621 18.651
535.034 14.621 18.680
535.400 14.621 18.710
535.767 14.621 18.739
536.133 14.621 18.769
536.499 14.621 18.798
536.865 14.622 18.827
537.231 14.622 18.856
537.598 14.623 18.885
537.964 14.623 18.913
538.330 14.624 18.942
538.696 14.624 18.970
539.062 14.625 18.998
539.429 14.626 19.026
539.795 14.626 19.053
540.161 14.627 19.081
540.527 14.628 19.108
540.894 14.629 19.135
541.260 14.630 19.162
541.626 14.631 19.189
541.992 14.632 19.215
542.358 14.633 19.241
542.725 14.634 19.267
543.091 14.635 19.293
543.457 14.636 19.319
543.823 14.637 19.344
544.189 14.638 19.369
544.556 14.639 19.394
544.922 14.640 19.419
545.288 14.641 19.443
545.654 14.642 19.468
546.021 14.644 19.492
546.387 14.645 19.515
546.753 14.646 19.539
547.119 14.647 19.562
547.485 14.648 19.585
547.852 14.649 19.608
548.218 14.650 19.631
548.584 14.651 19.654
548.950 14.652 19.676
549.316 14.653 19.698
549.683 14.654 19.720
550.049 14.655 19.742
550.415 14.656 19.764
550.781 14.657 19.785
551.147 14.658 19.806
551.514 14.659 19.827
551.880 14.660 19.848
552.246 14.660 19.869
552.612 14.661 19.890
552.979 14.662 19.911
553.345 14.662 19.931
553.711 14.663 19.952
554.077 14.664 19.972
554.443 14.664 19.992
554.810 14.665 20.013
555.176 14.665 20.033
555.542 14.665 20.053
555.908 14.666 20.073
556.274 14.666 20.093
556.641 14.666 20.113
557.007 14.666 20.133
557.373 14.666 20.153
557.739 14.666 20.173
558.105 14.666 20.193
558.472 14.666 20.213
558.838 14.666 20.233
559.204 14.666 20.254
559.570 14.666 20.274
559.937 14.666 20.294
560.303 14.665 20.315
560.669 14.665 20.335
561.035 14.665 20.356
561.401 14.664 20.377
561.768 14.664 20.398
562.134 14.663 20.419
562.500 14.663 20.440
562.866 14.662 20.462
563.232 14.662 20.483
563.599 14.661 20.505
563.965 14.660 20.527
564.331 14.659 20.549
564.697 14.659 20.572
565.063 14.658 20.594
565.430 14.657 20.617
565.796 14.656 20.640
566.162 14.655 20.663
566.528 14.655 20.686
566.895 14.654 20.710
567.261 14.653 20.734
567.627 14.652 20.758
567.993 14.651 20.782
568.359 14.650 20.807
568.726 14.649 20.832
569.092 14.648 20.857
569.458 14.647 20.882
569.824 14.646 20.907
570.190 14.646 20.933
570.557 14.645 20.959
570.923 14.644 20.985
571.289 14.643 21.012
571.655 14.642 21.039
572.021 14.641 21.066
572.388 14.640 21.093
572.754 14.640 21.120
573.120 14.639 21.148
573.486 14.638 21.176
573.853 14.637 21.204
574.219 14.637 21.232
574.585 14.636 21.261
574.951 14.636 21.290
575.317 14.635 21.319
575.684 14.635 21.348
576.050 14.634 21.377
576.416 14.634 21.407
576.782 14.633 21.437
577.148 14.633 21.467
577.515 14.633 21.497
577.881 14.632 21.527
578.247 14.632 21.558
578.613 14.632 21.588
578.979 14.632 21.619
579.346 14.632 21.650
579.712 14.632 21.681
580.078 14.632 21.712
580.444 14.632 21.744
580.811 14.633 21.775
581.177 14.633 21.807
581.543 14.633 21.838
581.909 14.634 21.870
582.275 14.634 21.902
582.642 14.635 21.934
583.008 14.635 21.966
583.374 14.636 21.999
583.740 14.636 22.031
584.106 14.637 22.063
584.473 14.638 22.096
584.839 14.639 22.128
585.205 14.640 22.160
585.571 14.641 22.193
585.938 14.642 22.226
586.304 14.643 22.258
586.670 14.645 22.291
587.036 14.646 22.324
587.402 14.647 22.356
587.769 14.649 22.389
588.135 14.650 22.422
588.501 14.652 22.454
588.867 14.654 22.487
589.233 14.655 22.520
589.600 14.657 22.552
589.966 14.659 22.585
590.332 14.661 22.617
590.698 14.663 22.650
591.064 14.665 22.683
591.431 14.667 22.715
591.797 14.669 22.748
592.163 14.671 22.780
592.529 14.674 22.812
592.896 14.676 22.844
593.262 14.678 22.877
593.628 14.681 22.909
593.994 14.683 22.941
594.360 14.686 22.973
594.727 14.689 23.005
595.093 14.691 23.037
595.459 14.694 23.068
595.825 14.697 23.100
596.191 14.700 23.131
596.558 14.703 23.163
596.924 14.706 23.194
597.290 14.709 23.225
597.656 14.712 23.257
598.022 14.715 23.288
598.389 14.718 23.318
598.755 14.722 23.349
599.121 14.725 23.380
599.487 14.728 23.410
599.854 14.732 23.441
600.220 14.735 23.471
600.586 14.739 23.501
600.952 14.742 23.531
601.318 14.746 23.561
601.685 14.750 23.590
602.051 14.753 23.620
602.417 14.757 23.649
602.783 14.761 23.679
603.149 14.765 23.708
603.516 14.769 23.736
603.882 14.772 23.765
604.248 14.776 23.794
604.614 14.780 23.822
604.980 14.784 23.850
605.347 14.789 23.878
605.713 14.793 23.906
606.079 14.797 23.934
606.445 14.801 23.962
606.812 14.805 23.989
607.178 14.809 24.016
607.544 14.814 24.043
607.910 14.818 24.070
608.276 14.822 24.096
608.643 14.827 24.123
609.009 14.831 24.149
609.375 14.836 24.175
609.741 14.840 24.201
610.107 14.845 24.226
610.474 14.849 24.252
610.840 14.854 24.277
611.206 14.858 24.302
611.572 14.863 24.327
611.938 14.867 24.351
612.305 14.872 24.376
612.671 14.877 24.400
613.037 14.881 24.424
613.403 14.886 24.447
613.770 14.890 24.471
614.136 14.895 24.494
614.502 14.900 24.517
614.868 14.904 24.540
615.234 14.909 24.562
615.601 14.914 24.585
615.967 14.919 24.607
616.333 14.923 24.629
616.699 14.928 24.651
617.065 14.933 24.672
617.432 14.937 24.693
617.798 14.942 24.714
618.164 14.947 24.735
618.530 14.952 24.756
618.896 14.956 24.776
619.263 14.961 24.796
619.629 14.966 24.816
619.995 14.970 24.836
620.361 14.975 24.855
620.728 14.980 24.874
621.094 14.984 24.893
621.460 14.989 24.912
621.826 14.993 24.931
622.192 14.998 24.949
622.559 15.002 24.967
622.925 15.007 24.985
623.291 15.011 25.003
623.657 15.016 25.021
624.023 15.020 25.038
624.390 15.025 25.055
624.756 15.029 25.072
625.122 15.033 25.089
625.488 15.038 25.105
625.854 15.042 25.122
626.221 15.046 25.138
626.587 15.050 25.154
626.953 15.055 25.170
627.319 15.059 25.185
627.686 15.063 25.201
628.052 15.067 25.216
628.418 15.071 25.232
628.784 15.075 25.247
629.150 15.079 25.262
629.517 15.082 25.276
629.883 15.086 25.291
630.249 15.090 25.306
630.615 15.094 25.320
630.981 15.097 25.334
631.348 15.101 25.349
631.714 15.105 25.363
632.080 15.108 25.377
632.446 15.112 25.391
632.812 15.115 25.405
633.179 15.118 25.418
633.545 15.122 25.432
633.911 15.125 25.446
634.277 15.128 25.460
634.644 15.131 25.473
635.010 15.134 25.487
635.376 15.137 25.500
635.742 15.140 25.514
636.108 15.143 25.527
636.475 15.146 25.541
636.841 15.149 25.554
637.207 15.152 25.568
637.573 15.154 25.581
637.939 15.157 25.595
638.306 15.160 25.608
638.672 15.162 25.622
639.038 15.165 25.636
639.404 15.167 25.649
639.771 15.169 25.663
640.137 15.172 25.677
640.503 15.174 25.691
640.869 15.176 25.705
641.235 15.179 25.719
641.602 15.181 25.733
641.968 15.183 25.747
642.334 15.185 25.761
642.700 15.187 25.775
643.066 15.189 25.790
643.433 15.191 25.804
643.799 15.193 25.819
644.165 15.195 25.834
644.531 15.197 25.849
644.897 15.199 25.864
645.264 15.201 25.879
645.630 15.203 25.894
645.996 15.204 25.910
646.362 15.206 25.925
646.729 15.208 25.941
647.095 15.210 25.957
647.461 15.211 25.973
647.827 15.213 25.989
648.193 15.215 26.005
648.560 15.216 26.022
648.926 15.218 26.038
649.292 15.220 26.055
649.658 15.221 26.072
650.024 15.223 26.089
650.391 15.225 26.106
650.757 15.226 26.123
651.123 15.228 26.141
651.489 15.229 26.158
651.855 15.231 26.176
652.222 15.233 26.194
652.588 15.234 26.212
652.954 15.236 26.230
653.320 15.237 26.248
653.687 15.239 26.267
654.053 15.241 26.285
654.419 15.242 26.304
654.785 15.244 26.323
655.151 15.246 26.342
655.518 15.247 26.361
655.884 15.249 26.381
656.250 15.251 26.400
656.616 15.252 26.420
656.982 15.254 26.439
657.349 15.256 26.459
657.715 15.257 26.479
658.081 15.259 26.499
658.447 15.261 26.519
658.813 15.263 26.539
659.180 15.265 26.560
659.546 15.267 26.580
659.912 15.268 26.601
660.278 15.270 26.621
660.645 15.272 26.642
661.011 15.274 26.663
661.377 15.276 26.684
661.743 15.278 26.705
662.109 15.280 26.726
662.476 15.282 26.747
662.842 15.285 26.768
663.208 15.287 26.789
663.574 15.289 26.811
663.940 15.291 26.832
664.307 15.293 26.854
664.673 15.295 26.875
665.039 15.298 26.897
665.405 15.300 26.918
665.771 15.302 26.940
666.138 15.305 26.962
666.504 15.307 26.984
666.870 15.310 27.005
667.236 15.312 27.027
667.603 15.314 27.049
667.969 15.317 27.071
668.335 15.319 27.093
668.701 15.322 27.115
669.067 15.325 27.137
669.434 15.327 27.159
669.800 15.330 27.181
670.166 15.333 27.203
670.532 15.335 27.225
670.898 15.338 27.247
671.265 15.341 27.269
671.631 15.344 27.291
671.997 15.346 27.313
672.363 15.349 27.335
672.729 15.352 27.357
673.096 15.355 27.379
673.462 15.358 27.401
673.828 15.361 27.423
674.194 15.364 27.445
674.561 15.367 27.467
674.927 15.370 27.488
675.293 15.373 27.510
675.659 15.376 27.532
676.025 15.379 27.554
676.392 15.382 27.576
676.758 15.386 27.598
677.124 15.389 27.619
677.490 15.392 27.641
677.856 15.395 27.663
678.223 15.398 27.685
678.589 15.402 27.706
678.955 15.405 27.728
679.321 15.408 27.749
679.688 15.412 27.771
680.054 15.415 27.792
680.420 15.418 27.814
680.786 15.422 27.835
681.152 15.425 27.857
681.519 15.429 27.878
681.885 15.432 27.899
682.251 15.436 27.920
682.617 15.439 27.942
682.983 15.443 27.963
683.350 15.446 27.984
683.716 15.450 28.005
684.082 15.453 28.026
684.448 15.457 28.047
684.814 15.460 28.068
685.181 15.464 28.089
685.547 15.468 28.110
685.913 15.471 28.130
686.279 15.475 28.151
686.646 15.479 28.172
687.012 15.482 28.192
687.378 15.486 28.213
687.744 15.490 28.233
688.110 15.493 28.254
688.477 15.497 28.274
688.843 15.501 28.295
689.209 15.505 28.315
689.575 15.508 28.335
689.941 15.512 28.355
690.308 15.516 28.376
690.674 15.520 28.396
691.040 15.524 28.416
691.406 15.527 28.436
691.772 15.531 28.456
692.139 15.535 28.476
692.505 15.539 28.496
692.871 15.543 28.515
693.237 15.547 28.535
693.604 15.551 28.555
693.970 15.554 28.575
694.336 15.558 28.594
694.702 15.562 28.614
695.068 15.566 28.633
695.435 15.570 28.653
695.801 15.574 28.672
696.167 15.578 28.692
696.533 15.582 28.711
696.899 15.586 28.730
697.266 15.590 28.749
697.632 15.594 28.769
697.998 15.598 28.788
698.364 15.602 28.807
698.730 15.606 28.826
699.097 15.610 28.845
699.463 15.614 28.864
699.829 15.618 28.883
700.195 15.622 28.901
700.562 15.626 28.920
700.928 15.630 28.939
701.294 15.634 28.958
701.660 15.638 28.976
702.026 15.642 28.995
702.393 15.646 29.014
702.759 15.650 29.032
703.125 15.654 29.051
703.491 15.658 29.069
703.857 15.662 29.088
704.224 15.666 29.106
704.590 15.670 29.124
704.956 15.674 29.143
705.322 15.678 29.161
705.688 15.682 29.179
706.055 15.686 29.197
706.421 15.690 29.215
706.787 15.694 29.233
707.153 15.699 29.252
707.520 15.703 29.270
707.886 15.707 29.288
708.252 15.711 29.305
708.618 15.715 29.323
708.984 15.719 29.341
709.351 15.723 29.359
709.717 15.727 29.377
710.083 15.731 29.395
710.449 15.736 29.412
710.815 15.740 29.430
711.182 15.744 29.448
711.548 15.748 29.465
711.914 15.752 29.483
712.280 15.756 29.500
712.646 15.760 29.518
713.013 15.764 29.535
713.379 15.769 29.553
713.745 15.773 29.570
714.111 15.777 29.588
714.478 15.781 29.605
714.844 15.785 29.622
715.210 15.789 29.640
715.576 15.794 29.657
715.942 15.798 29.674
716.309 15.802 29.691
716.675 15.806 29.709
717.041 15.810 29.726
717.407 15.814 29.743
717.773 15.819 29.760
718.140 15.823 29.777
718.506 15.827 29.794
718.872 15.831 29.811
719.238 15.835 29.828
719.604 15.840 29.845
719.971 15.844 29.862
720.337 15.848 29.879
720.703 15.852 29.896
721.069 15.856 29.912
721.436 15.861 29.929
721.802 15.865 29.946
722.168 15.869 29.963
722.534 15.873 29.979
722.900 15.878 29.996
723.267 15.882 30.013
723.633 15.886 30.029
723.999 15.890 30.046
724.365 15.895 30.063
724.731 15.899 30.079
725.098 15.903 30.096
725.464 15.907 30.112
725.830 15.912 30.129
